persta1,persta2,persta3,persta4,persta5,pereng6,pereng7,pereng8,pereng9,pereng10,pt1,pt2,pt3,pt4,emp1,emp2,emp3,emp4,gbjw1,gbjw2,gbjw3,gbjw4,gbjw5,gbjw6,pbjw1,pbjw2,pbjw3,pbjw4,pbjw5,pbjw6,pbjw7,sef1,sef2,sef3,sef4,sef5,sef6,sef7,sef8,sef9,sef10,sd1,sd2,sd3,sd4,sd5,sd6,sd7,sd8,sd9,sd10,lj1,lj2,lj3,lj4,lj5,lj6,lj7,lj8,lj9,lj10,sj1,sj2,sj3,sj4,sj5,sj6,gender,age,webhours,cbv_avg
1,1,0,1,1,1,1,0,1,1,5,5,6,5,6,6,6,6,5,3,6,6,6,6,5,5,6,6,5,6,5,6,6,5,6,6,5,6,5,6,6,6,6,1,6,6,6,6,6,1,1,5,4,1,5,5,4,6,5,4,4,1,6,6,1,1,1,Female,23,3,1
1,1,0,1,1,1,1,0,1,1,3,5,5,4,3,4,4,3,4,3,3,6,5,4,6,1,5,5,4.674267101,4,3,5,1,4,4,3,4,4,5,4,3,5,4,3,4,5,5,4,4,4,4,5,5,5,5,4,4,4,5,4,4,4,4,4,5,5,4,Male,25,2.5,1.454545455
1,1,0,1,1,1,1,0,1,1,5,5,6,4,6,6,4.383986928,4,6,4,6,4,5,5,6,6,5,4.441707718,5,2,5,5,6,6,6,4,6,5,4,4,5,5,6,1,5,6,4,4,5,6,1,5,6,6,4,6,4,5,6,5,5,6,4,6,5,2,2,Female,23,2,1
1,1,0,1,1,1,1,0,1,1,4,6,6,5,6,6,6,5,5,4,6,6,5,5,5,5,5,6,6,5,5,6,5,5,6,6,5,5,5,5,5,6,6,2,5,6,6,5,5,1,1,6,5,1,6,5,6,5,5,5,5,1,5,4,1,1,1,Female,21,2,1.01080841
1,1,0,1,1,1,1,0,1,1,6,1,4,2,6,3,4,3,3,2,3,4,4,3,4,5,5,5,5,5,5,5,4,5,4,4,3,5,4,4,4,6,4,2,4,5,5,6,5,1,2,5,1,1,1,1,5,5,1,2,1,1,6,4,1,1,1,Female,20,3,1
1,1,0,1,1,1,1,0,1,1,5,5,6,5,5,5,6,5,4,1,1,3,4,5,2,4,3,4,5,2,3,5,5,4,4,4,4,4,4,4,5,5,5,3,4,5,4,3,5,5,2,3,3,2,4,5,4,4,5,3,4,4,4,5,3,5,2,Female,21,5,2.272727273
1,1,0,1,1,1,1,0,1,1,6,4,6,5,3,3,4,6,3,2,4,3,3,6,6,6,6,6,6,6,5,4,6,4,4,6,4,6,5,5,5,6,6,1,6,6,5,4,5,1,1,6,1,1,1,1,5,6,1,1,1,1,6,4,1,1,1,Male,23,3,1
1,1,0,1,1,1,1,0,1,1,5,5,5,5,4,4,5,5,4,2,4,3,2,6,6,5,5,5,5,5,5,6,5,5,6,5,6,6,6,6,6,6,5,3,5,5,5,4,4,4,2,5,1,1,1,1,5,6,1,1,1,1,5,6,1,1,1,Male,20,5,1
1,1,0,1,1,1,1,0,1,1,3,2,3,2,4,3,2,5,4,3,2,5,4,3,5,5,5,5,5,5,4,4,4,5,3,4,4,5,5,4,5,5,6,2,5,5,5,2,5,2,2,5,1,4,1,1,5,4,2,1,1,2,5,3,2,2,1,Male,21,4.16,1.090909091
0,0,1,0,0,0,0,1,0,0,6,6,6,2,3,4,2,5,4,1,2,3,1,2,4,5,5,5,6,6,5,5,5,4,4,5,4,5,6,5,4,5,4,4,4,5,5,3,3,6,3,6,1,6,1,1,5,6,1,4,1,1,6,5,1,1,1,Unknown,21,1.5,1
0,1,1,1,0,1,0,0,0,1,4,3,3,3,1,1,3,2,3,1,3,4,2,3,3,4,5,4,5,4,3,5,2,2,3,3,4,4,4,3,3,2,3,4,3,3,5,4,3,1,4,5,1,3,3,2,6,4,1,4,1,1,5,4,1,1,1,Male,21,6,2.818181818
0,1,0,0,1,0,1,0,0,0,5,5,5,2,1,3,5,1,6,3,3,6,3,5,6,6,6,5,6,1,4,5,5,6,5,5,6,6,6,6,5,6,6,1,6,5,6,5,6,2,4,6,3,4,2,2,6,5,6,3,2,1,6,5,2,3,6,Male,19,5,1.090909091
1,1,0,1,1,1,1,0,1,1,6,3,4,2,6,5,4,3,2,2.311074919,6,5,2,2,4,1,1,6,2,1,1,5,6,2,4,6,1,5,4,5,2,5,5,3,5,6,4,2,6,1,5,5,2,4,5,4,5,3,5,5,5,1,5.078175896,2,3,1,5,Male,18,8,1.818181818
1,1,0,1,1,1,1,0,1,1,5,4,2,3,4,4,3,4,5,3,2,3,4,2,5,4,4,4,4,4,3,4,5,3,2,3,4,3,4,4,4,5,4,2,4,4,4,3,4,3,3,5,2,2,2,2,4,4,2,2,4,2,5,4,2,2,2,Male,26,5,1.181818182
1,1,0,1,1,1,1,0,1,1,5,6,5,3,3,1,3,3,4,1,1,2,2,6,5,4,5,4,4,4,5,5,4,3,5,4,5,4,5,4,4,6,5,4,5,3,3,3,5,5,3,4,3,3,3,3,5,4,2,3,2,2,5,5,2,2,2,Male,21,3.5,1
1,1,1,1,1,1,0,1,1,0,4,4,5,3,6,4,4,5,5,1,1,3,5,2,5,6,6,5,5,5,5,6,6,4,2,4,6,6,4,3,5,4,5,5,6,6,5,5,6,5,3,5,4,1,1,1,5,5,1,4,1,1,5,5,1,1,1,Male,20,3.5,1.090909091
1,1,0,1,1,1,1,0,1,1,5,5,6,6,4,5,4,5,5,3,3,2,2,4,4,2,4,3,5,5,4,4,3,3,3,4,4,4,3,4,4,5,5,4,5,5,5,2,5,5,1,5,2,3,2,2,4,5,2,4,3,3,5,4,2,2,1,Female,23,4,1.181818182
1,1,0,1,1,1,1,0,1,1,5,5,5,4,5,5,4,5,5,3,3,3,3,2,3,4,5,4,5,5,5,4,5,4,4,4,4,5,4,4,4,5,5,2,5,5,4,5,5,4,3,5,2,2,2,2,4,5,2,3,2,2,5,5,5,2,2,Female,20,1,1.090909091
1,1,0,1,1,1,1,0,1,1,5,4,5,5,5,5,4,5,5,2,3,5,4,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,6,1,5,5,5,5,5,1,1,5,2,3,1,1,5,5,1,3,1,2,5,5,1,1,1,Female,21,3,1
1,1,0,1,1,1,1,0,1,1,5,2,4,3,6,6,6,6,5,1,2,4,1,2,5,5,5,5,6,5,5,4,5,3,2,3,3,4,4,2,3,6,4,3,4,6,5,4,6,1,2,5,1,1,1,1,5,5,1,1,1,2,5,5,1,1,1,Female,20,1,1
1,1,0,1,0,1,0,0,1,1,4,5,6,5,5,4,3,5,6,3,4,5,6,5,5,5,6,5,6,6,6,5,4,4,3,5,4,4,5,3,4,4,5,6,5,6,6,1,5,4,3,5,2,2,1,1,5,6,1,1,1,2,6,6,1,2,1,Female,21,2.5,1.727272727
1,1,0,1,1,1,1,0,1,1,5,3,4,4,3,5,6,6,5,6,1,2,6,5,5,5,6,6,5,5,1,5,4,4,3,6,5,5,5,5,5,6,6,2,6,6,6,6,5,1,5,5,3,2,2,6,5,3,2,6,2,3,5,2,2,2,2,Female,23,1.5,1.545454545
1,1,0,0,0,0,0,0,0,0,5,5,6,5,5,4,5,4,3,2,1,2,5,2,5,1,5,4,5,4,5,4,5,1,4,4,4,4,4,5,5,5,2,6,5,3,4,5,5,6,2,5,1,4,2,2,6,5,2,2,2,3,6,5,2,2,2,Male,22.63,5.5,1
1,1,0,0,0,0,1,0,1,0,2,2,3,3,3,4,4,3,4,3,2,3,2,5,2,4,4,4,5,4,4,5,4,4,3,4,6,6,5,4,5,5.280130293,4,4,4,4,5,3,5,5,3,3,1,4,4,4,6,4,3,4,4,3,3,5,4,3,4,Male,22.63,5,1.454545455
1,1,0,1,1,1,1,0,1,1,6,5,5,5,3,5,3,5,4,3,5,3,2,3,3,4,3,3,3,3,3,5,4,4,3,5,4,4,4,5,5,5,2,4,5,5,4,5,4,4,2,3,1,2,4,2,2,3,4,2,3,4,3,3,4,3,4,Male,20,4,1.818181818
1,1,0,1,1,1,1,0,1,1,6,5,5,5,5,4,4,5,5,1,2,1,1,1,4,4.323432343,4,4,4,4,4,5,5,5,4,5,5,5,5,5,5,5,3,4,5,5,5,3,5,6,2,5,3,2,2,2,4,4,2,2,2,2,5,5,2,2,4,Male,32,3,1
1,1,0,1,1,1,1,0,1,1,6,6,6,6,5,4,6,6,3,3,3,3,1,5,6,1,4,3,2,3,4,6,5,3,5,5,5,6,6,6,5,1,5,6,6,6,6,4,4,6,3,4,5,2,2,2,6,5,2,3,2,2,4,4,2,2,2,Female,26,4.5,1
0,1,0,1,1,1,1,0,1,1,5,4,4,4,5,4,3,4,4,2,3,3,2,4,5,4,5,4,5,5,5,4,5,3,4,5,4,6,5,5,5,6,5,4,5,4,5,2,4,5,3,5,1,1,2,1,5,5,2,1,1,3,5,5,2,2,1,Female,22,2.5,1.090909091
1,1,0,0,1,1,1,0,1,1,6,6,6,6,6,6,6,6,2,3,5,3,2,5,4,2,5,4,4,5,6,5,4,4,5,6,3,5,6,5,6,6,2,3,6,6,6,4,6,2,2,4,5,4,3,3,5,5,3,5,3,2,6,5,2,2,3,Female,22,4.5,1.272727273
1,1,0,1,1,1,1,0,1,1,5,4,5,4,5,5,4,5,3,2,3,3,2,2,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,4,5,5,5,4,5,4,2,5,4,3,3,3,5,5,3,4,2,3,4,4,3,3,2,Female,25,0.5,1
1,1,0,1,1,1,1,0,1,1,4,3,4,3,5,5,3,3,6,3,1,1,2,2,5,1,4,1,5,5,5,5,5,5,3,5,5,5,4,5,5,4,4,2,4,4,4,3,3,4,2,6,2,2,2,2,4,5,2,2,2,2,5,5,2,2,2,Female,21,3.7,1.090909091
1,1,0,1,1,1,1,0,1,1,5,4,5,4,5,5,4,4,5,2,4,3,2,3,4,3,4,4,4,4,4,4,4,2,2,3,2,2,3,2,2,5,5,3,5,3,5,4,4,3,4,5,3,1,2,2,4,5,2,2,2,2,5,4,2,2,2,Female,23,3.5,1
1,1,0,1,1,1,1,0,1,1,5,4,5,5,5,6,5,5,4,3,3,3,2,5,2,5,5,4,4,4,5,5,5,5,1,3,4,4,3,3,3,5,5,2,3,5,5,6,4,1,1,5,2,4,2,2,5,5,2,4,2,2,5,5,2,2,2,Female,21,10,1.181818182
1,1,1,1,0,1,1,1,1,1,6,6,6,4,6,6,6,6,1,1,1,1,1,2,1,3,3,2,3,1,4,6,4,6,5,5,5,6,6,5,4,6,1,3,4,6,4,2,6,5,2,5,3,2,3,2,5,2,3,6,2,2,3,5,1,2,1,Female,26,2.5,1
1,1,0,1,1,1,1,0,1,1,4,3,3,3,3,3,2,2,3,3,3,4,3,1,5,4,4,4,5,4,4,5,4,5,4,5,5,6,6,5,6,4,3,4,5,4,4,2,4,1,2,5,2,4,2,2,5,5,1,2,1,2,4,4,1,1,1,Female,23,5.5,1.181818182
1,1,0,1,1,1,1,0,1,1,5,4,4,5,5,3,4,5,5,3,4,4,4,4,5,5,5,5,5,5,5,4,4,5,4,4,5,5,5,5,5,5,6,4,5,5,5,4,5,2,4,5,4,3,2,2,5,5,2,4,4,2,5,5,2,2,2,Female,20,8,1
1,1,0,1,1,1,1,0,1,1,5,4,2,2,5,5,2,4,3,3,3,2,2,2,5,1,5,3,3,2,4,4,5,5,2,4,4,5,5,4,4,6,5,3,5,4,5,3,5,2,2,4,2,2,3,2,4,4,2,4,5,1,5,4,2,2,5,Female,20,1.5,1.363636364
1,1,0,1,1,1,1,0,1,1,5,5,5,5,5,6,5,5,2,1,2,2,1,2,3,4,4,4,5,2,5,5,4,4,3,4,4,5,4,4,5,5,5,3,4,5,5,5,5,4,3,4,2,2,2,1,5,2,2,2,5,3,5,4,2,2,2,Female,22,3,1.090909091
1,1,0,1,1,1,1,0,1,1,5,3,5,4,2,4,6,3,4,2,2,2,3,3,4,4,4,4,5,4,4,5,5,4,5,5,4,5,4,3,4,5,4,4,5,6,5,4,5,5,2,4,2,3,2,2,5,4,2,2,2,1,5,4,1,1,1,Male,24,3,1
1,1,0,1,1,1,1,0,1,1,4,4,4,4,5,5,4,4,3,1,2,5,3,4,3,4.323432343,5,4,5,4,4,5,5,4,3,4,4,4,5,4,4,5,4,2,4,4,4,5,4,1,3,5,2,2,2,2,4,5,2,1,1,2,5,5,2,2,2,Female,20,2,1
1,1,0,0,1,1,1,0,0,1,6,4,6,5,5,4,4,5,6,2,3,3,2,5,5,4,4,4,4,4,4,4,4,5,2,4,4,4,4,4,4,6,5,3,4,5,4,6,4,2,3,4,2,4,1,1,4,4,1,2,1,1,4,4,2,1,1,Female,22,6.5,1
1,1,0,1,1,1,1,0,1,1,6,6,6,5,5,3,4,5,3,2,2,3,4,4,4,4,5,3,4,2,5,4,4,5,4,4,4,4,4,4,5,5,5,4,4,6,3,4,5,4,2,5,2,4,2,2,4,5,2,3,2,1,5,4,2,2,2,Female,21,3,1.272727273
1,1,0,1,1,1,1,0,1,1,4,5,4,4,3,5,5,5,3,1,2,2,2,2,4,3,5,4,4,4,4,5,5,4,4,4,4,5,4,5,4,5,4,2,4,5,5,2,4,1,2,5,1,3,2,2,5,5,2,2,2,2,5,5,2,2,2,Female,26,3,1
1,1,0,1,1,1,1,0,1,1,4,4,4,2,2,2,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,5,5,4,4,4,3,4,5,4,5,5,2,4,1,2,5,2,5,2,2,5,5,2,2,2,2,5,4,3,2,2,Female,22.63,3.5,1
1,1,0,1,1,1,1,0,1,1,5,5,5,3,5,4,5,4,2,3,3,3,5,3,5,5,5,4,5,5,4,5,2,3,3,5,3,5,3,4,4,6,4,6,4,4,3,2,4,6,5,5,2,2,2,2,5,4,1,2,1,2,6,4,1,1,1,Male,21,2,1.090909091
0,0,1,0,0,0,0,1,0,0,5,4,4,4,4,5,4,4,3,2,2,3,3,3,4,5,4,4,4,4,4,5,4,5,3,4,4,4,4,4,4,6,4,1,5,4,5,6,5,1,2,5,3,2,1,1,4,5,2,2,2,2,4,4,2,2,2,Female,22,1,1
1,1,0,1,1,1,1,0,1,1,6,5,6,6,6,4,5,5,5,2,3,3,2,4,6,4,6,5,6,6,6,4,5,5,1,5,3,5,4,4,4,6,6,2,5,5,4,5,5,5,1,5,1,3,1,1,5,6,1,1,1,1,6,5,1,1,1,Female,22,4,1
0,1,0,1,1,1,1,0,1,1,4,4,5,4,5,6,3,5,3,1,3,2,3,2,5,1,6,6,6,6,5,5,5,4,4,5,4,6,6,5,5,5,4,6,5,5,5,3,5,6,4,5,1,1,1,1,6,6,1,1,1,3,6,5,1,1,1,Female,21,3,1
1,1,0,1,1,1,1,0,1,1,5,3,5,4,4,5,5,4,5,2,3,3,3,2,3,5,5,5,5,5,5,4,5,5,3,4,3,5,4,5,4,5,5,4,3,5,5,3,5,5,3,5,3,4,3,3,5,5,3,4,2,3,5,5,3,3,3,Female,24,3,1.090909091
0,1,0,0,1,1,1,0,0,1,4,3,4,4,4,4,4,5,4,3,3,3,2,4,3,4,4,4,5,4,5,5,4,5,3,4,4,5,4,4,4,6,5,4,4,5,5,4,4,1,2,5,3,4,3,2,5,4,3,3,2,3,4,5,3,1,1,Female,20,2.5,1.727272727
1,1,0,1,1,1,1,0,1,1,5,5,5,5,4,5,5,6,3,2,2,2,2,5,4,4,4,4,5,4,4,5,5,3,3,5,3,5,5,4,4,5,5,5,4,5,5,3,4,1,2,4,3,2,2,3,3,4,3,4,3,3,4,4,3,4,4,Female,21,1.2,1
1,1,0,1,1,1,1,0,1,1,6,6,6,6,4,6,4,5,4,3,4,3,1,4,1,4,6,4,4,4,4,5,4,4,3,3,4,4,4,3,4,6,6,5,6,4,4,6,6,6,2,4,3,3,3,3,4,4,2,4,1,3,6,6,1,1,1,Female,20,2.5,1
1,1,0,1,1,1,1,0,1,1,5,5,5,5,3,6,5,5,2,1,1,1,1,1,4,3,3,4,4,4,3,5,3,4,4,4,2,3,3,4,3,6,5,3,5,5,5,2,3,1,1,4,5,4,3,2,3,4,3,5,2,2,5,4,2,2,2,Female,21,2.5,1
1,1,1,1,1,1,1,1,1,0,6,6,6,6,6,6,4,5,2,1,3,6,5,6,5,6,5,6,5,5,5,4,5,5,5,5,4,4,5,4,6,6,4,3,6,4,5,5,6,1,2,5,1,1,1,1,3,1,1,1,1,4,5,5,1,1,1,Male,20,2,1
1,1,0,1,1,1,1,0,1,1,6,5,4,6,6,6,5,6,4,1,4,4,2,1,4,3,5,4,5,4,4,5,5,5,4,5,4,3,5,5,4,6,4,4,6,4,5,6,5,5,1,5,1,2,2,2,5,5,2,2,2,2,5,4,2,2,2,Female,21,5,1.090909091
1,1,0,1,1,1,1,0,1,1,5,5,5,5,5,5,5,6,5,3,3,2,3,4,2,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,6,4,5,4,5,5,6,5,1,2,5,2,2,1,1,5,5,1,2,1,1,5,5,1,1,1,Female,20,5,1
1,1,0,1,1,1,1,0,1,1,4,4,4,5,4,4,5,4,4,3,4,5,5,3,5,5,5,5,5,5,5,4,5,5,4,5,5,5,4,4,4,6,5,3,5,5,5,5,5,4,2,5,2,3,2,2,6,5,2,2,2,2,5,5,1,2,2,Male,22,2.5,1
1,1,0,1,1,1,1,0,1,1,5,6,5,6,4,6,4,2,5,2,2,3,3,3,4,4,4,4,4,4,5,5,4.745484401,5,2,5,5,5,5,5,5,4,3,5,4,4,4,3,4,5,4,5,4,2.373572594,3,3,5,4,3,5,3,4,4,4,4,4,4,Female,24,5,1.272727273
1,1,0,1,1,1,1,0,1,1,6,5,5,6,5,3,3,4,4,1,1,1,2,1,6,6,5,6,6,6,6,6,6,6,4,5,5,6,6,5,6,6,4,4,5,6,6,4,5,4,2,6,1,3,1,1,6,6,1,5,1,1,6,5,1,1,1,Male,27,2,1
0,0,1,0,0,0,0,1,0,0,4,3,4,2,4,5,5,5,4,4,4,3,5,3,3,4,5,5,5,4,5,5,4,4,4,4,4,5,4,3,4,5,5,4,5,3,4,3,5,1,2,5,3,3,2,2,4,4,2,3,2,2,5,5,2,2,1,Female,24,3.5,1
1,1,0,1,1,1,1,0,1,1,4,1,4,4,5,5,4,4,6,3,3,4,5,3,6,5,5,5,5,5,5,4,4,5,2,3,4,6,4,4,4,6,5,2,5,5,4,6,5,2,1,5,2,1,1,1,5,5,1,2.62254902,1,2,6,5,1,1,1,Female,22,3.5,1
1,1,0,1,1,1,1,0,1,1,5,4,5,4,6,5,5,4,5,3,4,2,2,4,5,4,5,4,4,4,4,4,5,4,3,4,4,4,4,4,3,5,4,2,6,5,5,5,5,2,2,5,1,1,1,1,4,5,1,1,1,2,5,5,1,1,1,Female,21,3,1
1,1,0,1,1,1,1,0,1,1,5,5,6,6,4,5,5,4,5,2,4,2,2,2,4,5,5,4,5,4,4,5,5,5,4,5,5,6,5,5,5,6,5,3,6,4,5,4,5,4,3,5,3,4,2,2,5,5,2,2,1,1,5,5,2,1,1,Female,23,2.5,1.090909091
1,1,0,1,1,1,1,0,1,1,5,5,5,5,5,5,5,5,4,3,2,3.289215686,3,2,4,4.323432343,5,4.441707718,5,5,4.53257329,5,5,2,4,5,5,4,5,5,5,6,5,3,5,5,5,5,5,5,3,5,3,2,2,2,4.888888889,2,2,4,2,1,5,5,2,2,2,Female,32,4,1
1,1,0,1,1,1,1,0,1,1,6,4,6,5,5,6,6,6,5,1,4,3,3,5,5,5,5,5,5,5,5,5,5,5,3,5,5,6,5,5,6,5,6,4,5,5,5,4,5,6,2,6,3,1,1,1,5,5,1,3,1,3,5,5,1,1,1,Female,22,2,1.090909091
1,1,0,1,1,1,1,0,1,1,5,5,5,4,2,4,4,4,5,2,2,5,2,4,4,3,4,5,5,5,5,5,5,4,4,5,4,5,5,4,6,5,5,4,5,5,5,3,4,4,4,5,2,2,2,2,4,5,2,4,2,3,5,5,2,2,2,Female,20,6,1.818181818
1,1,0,1,1,1,1,0,1,1,5,6,5,5,6,5,1,6,2,4,3,5,5,4,4,5,5,5,6,5,6,5,6,5,5,6,6,6,6,6,5,6,5,3,6,5,5,6,6,6,5,6,2,6,1,1,6,6,2,1,2,4,6,4,4,3,3,Male,20,8,1.090909091
1,1,0,1,1,1,0,1,0,0,2,2,4,2,4,5,4,5,3,3,3,2,1,5,3,3,3,4,4,4,4,5,4,4,4,4,3,6,5,3,3,5,2,4,3,5,4,3,3,5,4,5,1,4,2,2,5,4,3,2,2,4,5,4,2,2,2,Female,22,3,1.090909091
1,1,0,1,1,1,1,0,1,1,5,4,4,4,5,5,5,4,5,4,3,4,4,4,4,4,4,4,4,4,4,5,4,3,4,5,4,4,4,4,4,5,5,3,5,5,5,3,4,2,3,5,3,2,3,3,4,4,3,3,3,4,4,4,3,3,3,Female,24,6,1
1,1,0,1,1,1,1,0,1,1,6,6,4,5,4,4,3,5,4,1,2,2,2,2,3,4,3,4,3,3,3,5,6,5,5,5,5,6,6,5,4,5,6,2,5,5,5,4,4,1,3,4,4,3,4,4,3,3,5,3,3,1,5,4,2,3,3,Female,20,1,1.090909091
1,1,0,1,1,1,1,0,1,1,3,4,4,3,4,4,4,5,5,2,2,4,4,4,5,4,5,5,5,5,5,5,5,4,2,4,3,4,4,3,3,5,4,2,5,4,4,6,3,4,2,6,3,1,1,1,5,5,1,3,2,3,5,5,2,2,2,Female,22,8,1.181818182
1,1,0,1,1,1,1,0,1,1,6,4,4,5,6,5,5,5,6,2,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,4,5,5,6,6,5,1,2,5,1,2,2,2,6,5,2,4,2,1,5,5,2,2,2,Female,22,2,1
1,1,0,1,1,1,1,0,1,1,5,4,4,4,5,4,4,4,5,4,4,3,4,3,5,5,5,4,5,5,5,4,5,5,3,4,5,5,5,4,4,5,6,2,6,5,5,5,5,6,2,5,2,2,2,1,5,5,2,2,2,1,5,5,2,2,2,Female,19,5,1
1,1,0,1,1,1,1,0,1,1,4,4,4,4,5,5,6,5,5,1,3,3,3,5,6,4,6,5,5,6,5,4,5,5,4,5,3,5,5,4,5,6,4,6,5,4,5,5,3,6,2,5,1,2,1,1,6,5,1,1,1,1,6,6,1,1,1,Female,20,6,1
1,1,0,1,1,1,1,0,1,1,5,5,5,5,5,5,4,4,6,3,4,4,4,2,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,4,4,4,5,4,2,3,2,5,5,2,4,3,2,6,5,2,2,2,Male,23,2,1.181818182
1,1,0,1,1,1,1,0,1,1,2,2,5,5,4,3,3,1,2,2,1,3,2,4,5,3,2,2,4,5,1,6,4,4,2,1,3,3,3,1,6,2,3,6,4,3,4,3,4,1,4,5,1,1,2,4,1,2,1,4,5,4,3,2,4,3,4,Unknown,35,6,3.272727273
1,1,0,1,1,1,1,0,1,1,6,5,5,6,6,6,6,6,5,3,4,4,2,5,3,5,3,4,4,3,4,5,4,4,4,4,3,4,5,3,5,6,6,1,5,6,6,2,3,1,1,4,2,1,4,2,4,4,4,1,4,4,2,3,4,4,4,Male,22,10,1.454545455
1,1,0,1,1,1,1,0,1,1,5,4,4,5,6,5,3,4,3,4,6,5,3,3,6,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,6,5,5,5,5,5,4,5,2,4,5,3,2,2,2,5,5,2,2,2,2,5,5,2,2,2,Male,21,8,1
1,1,0,1,0,1,1,0,1,1,4,5,5,5,4,2,4,5,4,5,5,4,4,5,5,5,5,5,5,6,5,6,5,5,5,5,5,6,5,5,5,5,4,2,4,6,5,5,5,1,1,5,5,3,2,2,5,5,1,2,1,2,6,5,1,1,1,Female,26,4,1
1,1,0,1,1,1,1,0,1,1,6,6,5,6,5,4,5,5,4,3,5,5,4,5,5,5,4,4,5,5,5,5,5,6,4,5,5,6,6,5,6,6,5,6,6,5,5,2,5,6,1,5,2,5,2,2,5,4,2,1,2,2,6,5,2,1,1,Male,20,4,1.454545455
0,1,1,1,1,0,1,1,1,0,5,6,5,6,6,6,6,6,4,2,2,3,2,2,4,5,4,5,5,5,5,5,5,5,5,5,3,5,5,5,5,6,5,1,5,5,5,3,6,1,2,6,3,1,1,1,5,5,1,4,2,2,6,5,1,2,1,Female,22,5,1
1,1,0,1,1,1,1,0,1,1,5,5,6,5,6,6,6,5,5,5,6,4,1,6,5,5,5,4,5,5,4,5,5,5,4,5,2,4,4,4,4,6,4,3,6,6,5,5,5,4,4,5,3,1,5,3,5,4,1,1,1,3,5,6,1,3,1,Female,21,4,1
1,1,0,1,1,1,1,0,1,1,5,4,5,3,6,6,4,4,3,3,2,3,3,3,5,5,5,4,6,4,4,4,5,4,3,4,3,5,5,4,4,6,5,1,5,5,5,5,5,6,2,4,3,2,3,2,6,4,2,2,2,4,5,4,2,2,2,Female,22,3,1.090909091
1,1,0,1,1,1,1,0,1,1,5,3,5,3,4,5,4,4,4,3,3,3,3,3,5,3,5,4,4,4,4,4,5,5,3,4,3,5,4,5,4,5,5,4,4,4,6,3,4,2,2,4,3,3,4,3,4,4,2,4,3,2,5,3,2,3,2,Female,23,4,1.090909091
1,1,0,1,1,1,1,0,1,1,4,4,5,5,6,6,5,6,4,1,5,5,4,1,4,5,4,5,4,2,4,5,5,5,3,2,4,5,5,5,4,6,5,5,5,6,5,6,1,6,5,5,2,5,4,3,6,4,4,6,4,2,5,4,3,3,3,Female,23,5,1.272727273
1,1,0,1,1,1,1,1,1,1,4,4,5,5,5,5,5,6,3,2,2,3,1,6,4,3,5,4,6,5,5,5,4,4,4,4,3,5,5,4,6,5,4,6,4,5,5,5,4,4,2,5,1,1,1,1,5,6,1,1,1,1,6,5,1,1,1,Female,24,6,1
1,1,0,1,1,1,1,0,1,1,4,3,4,4,4,5,4,5,3,1,2,3,4,3,5,5,5,4,6,5,5,5,4,5,4,4,4,5,4,5,4,5,4,4,5,4,5,4,5,4,3,5,2,2,2,1,5,5,1,4,2,2,5,4,1,1,1,Female,22,3,1
1,1,0,1,1,1,1,0,1,1,5,4,6,4,5,4,5,4,2,1,1,1,1,1,5,4,5,5,5,5,5,5,5,4,3,4,5,5,3,3,4,6,5,4,5,4,5,4,5,1,3,5,1,1,1,1,5,4,1,2,1,1,6,5,1,1,1,Female,24,4,1
1,1,0,1,1,1,1,0,1,1,5,1,4,3,4,1,3,1,4,1,1,2,1,2,6,4,5,5,5,2,6,3,6,2,2,5,5,6,5,5,4,4,6,6,5,4,5,5,5,6,5,5,1,1,1,1,6,5,1,1,1,1,6,2,1,1,1,Male,28,4,1.090909091
1,1,0,1,1,1,1,0,1,1,5,3,5,3,4,4,4,4,2,1,2,1,1,1,3,4,5,4,5,5,5,4,4,5,3,3,4,4,4,3,4,5,4,3,4,5,5,3,5,4,2,6,1,2,1,1,5,5,1,1,1,1,6,5,1,1,1,Female,22,5,1
1,1,0,1,1,1,1,0,1,1,6,4,5,4,3,4,4,4,5,4,3,4,4,3,4,4,5,5,4,4,5,5,5,5,4,4,5,5,5,4,4,6,5,1,5,6,5,5,4,4,2,5,1,1,2,1,5,5,2,1,2,3,5,5,2,2,2,Female,22,3,1
0,0,0,1,1,0,1,1,0,1,5,5,5,5,5,5,5,5,5,3,3,4,3,3,3,4,4,4,4,3,3,5,5,4,4,4,4,5,5,5,4,5,5,6,5,5,5,5,5,4,3,5,1,3,2,2,5,5,2,2,2,3,5,5,2,2,2,Female,21,4,1.181818182
1,1,0,1,1,1,1,0,1,1,5,6,5,5,5,6,5,5,3,1,2,4,2,2,4,4,5,4,5,2,4,5,4,4,4,5,4,5,3,5,4,5,5,2,5,5,5,5,6,1,1,5,3,1,1,1,5,6,1,1,1,2,5,5,1,1,1,Male,21,6,1.090909091
